Wilayah Jawa Barat,Tahun,Tingkat Angkatan Kerja (%),Tingkat Pengangguran (%),Indeks Kesehatan,Indeks Pembangunan Manusia,Indeks Pendidikan,Indeks Pengeluaran,Indeks Kedalaman Kemiskinan,Indeks Keparahan Kemiskinan,Jumlah Penduduk Miskin,Value,Kategori
Subang,2017,0.0,0.0,79.55,67.73,55.18,55.18,2.2,0.67,167.8,10206.0,Pengeluaran Per Kapita
Subang,2018,64.35,8.71,79.88,68.31,55.24,55.24,1.7,0.51,136.6,71.92,Usia Harapan Hidup
Subang,2018,64.35,8.71,79.88,68.31,55.24,55.24,1.7,0.51,136.6,11.68,Harapan Lama Sekolah
Subang,2018,64.35,8.71,79.88,68.31,55.24,55.24,1.7,0.51,136.6,6.84,Rata Rata Lama Sekolah
Subang,2018,64.35,8.71,79.88,68.31,55.24,55.24,1.7,0.51,136.6,10715.0,Pengeluaran Per Kapita
Subang,2019,67.67,8.68,80.2,68.69,55.31,55.31,1.39,0.34,129.2,72.13,Usia Harapan Hidup
Subang,2019,67.67,8.68,80.2,68.69,55.31,55.31,1.39,0.34,129.2,11.69,Harapan Lama Sekolah
Subang,2019,67.67,8.68,80.2,68.69,55.31,55.31,1.39,0.34,129.2,6.85,Rata Rata Lama Sekolah
Subang,2019,67.67,8.68,80.2,68.69,55.31,55.31,1.39,0.34,129.2,11012.0,Pengeluaran Per Kapita
Subang,2020,66.7,9.48,80.54,68.95,56.17,56.17,1.29,0.25,149.8,72.35,Usia Harapan Hidup
Subang,2020,66.7,9.48,80.54,68.95,56.17,56.17,1.29,0.25,149.8,11.7,Harapan Lama Sekolah
Subang,2020,66.7,9.48,80.54,68.95,56.17,56.17,1.29,0.25,149.8,7.1,Rata Rata Lama Sekolah
Subang,2020,66.7,9.48,80.54,68.95,56.17,56.17,1.29,0.25,149.8,10790.0,Pengeluaran Per Kapita
Subang,2021,67.78,9.77,80.89,69.13,56.23,56.23,1.93,0.5,159.0,72.58,Usia Harapan Hidup
Subang,2021,67.78,9.77,80.89,69.13,56.23,56.23,1.93,0.5,159.0,11.71,Harapan Lama Sekolah
Subang,2021,67.78,9.77,80.89,69.13,56.23,56.23,1.93,0.5,159.0,7.11,Rata Rata Lama Sekolah
Subang,2021,67.78,9.77,80.89,69.13,56.23,56.23,1.93,0.5,159.0,10854.0,Pengeluaran Per Kapita
Subang,2022,68.87,7.77,81.42,69.87,56.72,56.72,1.55,0.41,155.3,72.92,Usia Harapan Hidup
Subang,2022,68.87,7.77,81.42,69.87,56.72,56.72,1.55,0.41,155.3,11.78,Harapan Lama Sekolah
Subang,2022,68.87,7.77,81.42,69.87,56.72,56.72,1.55,0.41,155.3,7.2,Rata Rata Lama Sekolah
Subang,2022,68.87,7.77,81.42,69.87,56.72,56.72,1.55,0.41,155.3,11294.0,Pengeluaran Per Kapita
Subang,2023,70.03,7.65,0.0,0.0,0.0,0.0,1.9,0.55,152.3,73.24,Usia Harapan Hidup
Subang,2023,70.03,7.65,0.0,0.0,0.0,0.0,1.9,0.55,152.3,11.91,Harapan Lama Sekolah
Subang,2023,70.03,7.65,0.0,0.0,0.0,0.0,1.9,0.55,152.3,7.45,Rata Rata Lama Sekolah
Subang,2023,70.03,7.65,0.0,0.0,0.0,0.0,1.9,0.55,152.3,11537.0,Pengeluaran Per Kapita
Sukabumi,2017,0.0,0.0,77.32,65.49,56.49,56.49,1.0,0.24,197.1,70.26,Usia Harapan Hidup
Sukabumi,2017,0.0,0.0,77.32,65.49,56.49,56.49,1.0,0.24,197.1,12.19,Harapan Lama Sekolah
Sukabumi,2017,0.0,0.0,77.32,65.49,56.49,56.49,1.0,0.24,197.1,6.79,Rata Rata Lama Sekolah
Sukabumi,2017,0.0,0.0,77.32,65.49,56.49,56.49,1.0,0.24,197.1,8263.0,Pengeluaran Per Kapita
Sukabumi,2018,62.71,7.84,77.68,66.05,56.56,56.56,0.86,0.19,166.3,70.49,Usia Harapan Hidup
Sukabumi,2018,62.71,7.84,77.68,66.05,56.56,56.56,0.86,0.19,166.3,12.2,Harapan Lama Sekolah
Sukabumi,2018,62.71,7.84,77.68,66.05,56.56,56.56,0.86,0.19,166.3,6.8,Rata Rata Lama Sekolah
Sukabumi,2018,62.71,7.84,77.68,66.05,56.56,56.56,0.86,0.19,166.3,8618.0,Pengeluaran Per Kapita
Sukabumi,2019,62.65,8.05,78.05,66.87,57.34,57.34,0.66,0.11,153.3,70.73,Usia Harapan Hidup
Sukabumi,2019,62.65,8.05,78.05,66.87,57.34,57.34,0.66,0.11,153.3,12.22,Harapan Lama Sekolah
Sukabumi,2019,62.65,8.05,78.05,66.87,57.34,57.34,0.66,0.11,153.3,7.02,Rata Rata Lama Sekolah
Sukabumi,2019,62.65,8.05,78.05,66.87,57.34,57.34,0.66,0.11,153.3,8973.0,Pengeluaran Per Kapita
Sukabumi,2020,61.56,9.6,78.42,66.88,57.54,57.54,0.8,0.12,175.1,70.97,Usia Harapan Hidup
Sukabumi,2020,61.56,9.6,78.42,66.88,57.54,57.54,0.8,0.12,175.1,12.23,Harapan Lama Sekolah
Sukabumi,2020,61.56,9.6,78.42,66.88,57.54,57.54,0.8,0.12,175.1,7.07,Rata Rata Lama Sekolah
Sukabumi,2020,61.56,9.6,78.42,66.88,57.54,57.54,0.8,0.12,175.1,8823.0,Pengeluaran Per Kapita
Sukabumi,2021,64.93,9.51,78.78,67.07,57.67,57.67,1.04,0.23,194.4,71.21,Usia Harapan Hidup
Sukabumi,2021,64.93,9.51,78.78,67.07,57.67,57.67,1.04,0.23,194.4,12.24,Harapan Lama Sekolah
Sukabumi,2021,64.93,9.51,78.78,67.07,57.67,57.67,1.04,0.23,194.4,7.1,Rata Rata Lama Sekolah
Sukabumi,2021,64.93,9.51,78.78,67.07,57.67,57.67,1.04,0.23,194.4,8850.0,Pengeluaran Per Kapita
Sukabumi,2022,69.11,7.77,79.29,67.64,57.73,57.73,0.93,0.19,186.3,71.54,Usia Harapan Hidup
Sukabumi,2022,69.11,7.77,79.29,67.64,57.73,57.73,0.93,0.19,186.3,12.25,Harapan Lama Sekolah
Sukabumi,2022,69.11,7.77,79.29,67.64,57.73,57.73,0.93,0.19,186.3,7.11,Rata Rata Lama Sekolah
Sukabumi,2022,69.11,7.77,79.29,67.64,57.73,57.73,0.93,0.19,186.3,9210.0,Pengeluaran Per Kapita
Sukabumi,2023,67.75,7.32,0.0,0.0,0.0,0.0,1.01,0.23,178.7,71.83,Usia Harapan Hidup
Sukabumi,2023,67.75,7.32,0.0,0.0,0.0,0.0,1.01,0.23,178.7,12.38,Harapan Lama Sekolah
Sukabumi,2023,67.75,7.32,0.0,0.0,0.0,0.0,1.01,0.23,178.7,7.33,Rata Rata Lama Sekolah
Sukabumi,2023,67.75,7.32,0.0,0.0,0.0,0.0,1.01,0.23,178.7,9482.0,Pengeluaran Per Kapita
Sumedang,2017,0.0,0.0,80.0,70.07,62.52,62.52,1.97,0.54,120.6,72.0,Usia Harapan Hidup
Sumedang,2017,0.0,0.0,80.0,70.07,62.52,62.52,1.97,0.54,120.6,12.93,Harapan Lama Sekolah
Sumedang,2017,0.0,0.0,80.0,70.07,62.52,62.52,1.97,0.54,120.6,7.98,Rata Rata Lama Sekolah
Sumedang,2017,0.0,0.0,80.0,70.07,62.52,62.52,1.97,0.54,120.6,9569.0,Pengeluaran Per Kapita
Sumedang,2018,61.93,7.54,80.22,70.99,63.18,63.18,1.72,0.47,112.1,72.14,Usia Harapan Hidup
Sumedang,2018,61.93,7.54,80.22,70.99,63.18,63.18,1.72,0.47,112.1,12.94,Harapan Lama Sekolah
Sumedang,2018,61.93,7.54,80.22,70.99,63.18,63.18,1.72,0.47,112.1,8.17,Rata Rata Lama Sekolah
Sumedang,2018,61.93,7.54,80.22,70.99,63.18,63.18,1.72,0.47,112.1,10153.0,Pengeluaran Per Kapita
Sumedang,2019,63.9,7.7,80.45,71.46,63.57,63.57,1.05,0.21,104.2,72.29,Usia Harapan Hidup
Sumedang,2019,63.9,7.7,80.45,71.46,63.57,63.57,1.05,0.21,104.2,12.96,Harapan Lama Sekolah
Sumedang,2019,63.9,7.7,80.45,71.46,63.57,63.57,1.05,0.21,104.2,8.27,Rata Rata Lama Sekolah
Sumedang,2019,63.9,7.7,80.45,71.46,63.57,63.57,1.05,0.21,104.2,10406.0,Pengeluaran Per Kapita
Sumedang,2020,68.96,9.89,80.66,71.64,64.39,64.39,1.72,0.42,118.4,72.43,Usia Harapan Hidup
Sumedang,2020,68.96,9.89,80.66,71.64,64.39,64.39,1.72,0.42,118.4,12.97,Harapan Lama Sekolah
Sumedang,2020,68.96,9.89,80.66,71.64,64.39,64.39,1.72,0.42,118.4,8.51,Rata Rata Lama Sekolah
Sumedang,2020,68.96,9.89,80.66,71.64,64.39,64.39,1.72,0.42,118.4,10217.0,Pengeluaran Per Kapita
Sumedang,2021,68.51,9.18,80.95,71.8,64.46,64.46,1.72,0.46,126.3,72.62,Usia Harapan Hidup
Sumedang,2021,68.51,9.18,80.95,71.8,64.46,64.46,1.72,0.46,126.3,12.98,Harapan Lama Sekolah
Sumedang,2021,68.51,9.18,80.95,71.8,64.46,64.46,1.72,0.46,126.3,8.52,Rata Rata Lama Sekolah
Sumedang,2021,68.51,9.18,80.95,71.8,64.46,64.46,1.72,0.46,126.3,10262.0,Pengeluaran Per Kapita
Sumedang,2022,64.63,7.72,81.4,72.69,65.15,65.15,1.98,0.53,120.1,72.91,Usia Harapan Hidup
Sumedang,2022,64.63,7.72,81.4,72.69,65.15,65.15,1.98,0.53,120.1,12.99,Harapan Lama Sekolah
Sumedang,2022,64.63,7.72,81.4,72.69,65.15,65.15,1.98,0.53,120.1,8.72,Rata Rata Lama Sekolah
Sumedang,2022,64.63,7.72,81.4,72.69,65.15,65.15,1.98,0.53,120.1,10776.0,Pengeluaran Per Kapita
Sumedang,2023,67.76,6.94,0.0,0.0,0.0,0.0,1.64,0.35,111.4,73.19,Usia Harapan Hidup
Sumedang,2023,67.76,6.94,0.0,0.0,0.0,0.0,1.64,0.35,111.4,13.01,Harapan Lama Sekolah
Sumedang,2023,67.76,6.94,0.0,0.0,0.0,0.0,1.64,0.35,111.4,8.73,Rata Rata Lama Sekolah
Sumedang,2023,67.76,6.94,0.0,0.0,0.0,0.0,1.64,0.35,111.4,11136.0,Pengeluaran Per Kapita
Tasikmalaya,2017,0.0,0.0,74.94,64.14,58.37,58.37,1.36,0.29,189.4,68.71,Usia Harapan Hidup
Tasikmalaya,2017,0.0,0.0,74.94,64.14,58.37,58.37,1.36,0.29,189.4,12.47,Harapan Lama Sekolah
Tasikmalaya,2017,0.0,0.0,74.94,64.14,58.37,58.37,1.36,0.29,189.4,7.12,Rata Rata Lama Sekolah
Tasikmalaya,2017,0.0,0.0,74.94,64.14,58.37,58.37,1.36,0.29,189.4,7250.0,Pengeluaran Per Kapita
Tasikmalaya,2018,64.07,6.92,75.32,65.0,58.43,58.43,1.19,0.23,172.4,68.96,Usia Harapan Hidup
Tasikmalaya,2018,64.07,6.92,75.32,65.0,58.43,58.43,1.19,0.23,172.4,12.48,Harapan Lama Sekolah
Tasikmalaya,2018,64.07,6.92,75.32,65.0,58.43,58.43,1.19,0.23,172.4,7.13,Rata Rata Lama Sekolah
Tasikmalaya,2018,64.07,6.92,75.32,65.0,58.43,58.43,1.19,0.23,172.4,7761.0,Pengeluaran Per Kapita
Tasikmalaya,2019,66.46,6.31,75.71,65.64,58.68,58.68,0.84,0.12,159.9,69.21,Usia Harapan Hidup
Tasikmalaya,2019,66.46,6.31,75.71,65.64,58.68,58.68,0.84,0.12,159.9,12.52,Harapan Lama Sekolah
Tasikmalaya,2019,66.46,6.31,75.71,65.64,58.68,58.68,0.84,0.12,159.9,7.17,Rata Rata Lama Sekolah
Tasikmalaya,2019,66.46,6.31,75.71,65.64,58.68,58.68,0.84,0.12,159.9,8092.0,Pengeluaran Per Kapita
Tasikmalaya,2020,69.54,7.12,76.11,65.67,59.31,59.31,0.83,0.11,181.5,69.47,Usia Harapan Hidup
Tasikmalaya,2020,69.54,7.12,76.11,65.67,59.31,59.31,0.83,0.11,181.5,12.53,Harapan Lama Sekolah
Tasikmalaya,2020,69.54,7.12,76.11,65.67,59.31,59.31,0.83,0.11,181.5,7.35,Rata Rata Lama Sekolah
Tasikmalaya,2020,69.54,7.12,76.11,65.67,59.31,59.31,0.83,0.11,181.5,7852.0,Pengeluaran Per Kapita
Tasikmalaya,2021,68.18,6.16,76.42,65.9,59.77,59.77,1.57,0.35,200.6,69.67,Usia Harapan Hidup
Tasikmalaya,2021,68.18,6.16,76.42,65.9,59.77,59.77,1.57,0.35,200.6,12.54,Harapan Lama Sekolah
Tasikmalaya,2021,68.18,6.16,76.42,65.9,59.77,59.77,1.57,0.35,200.6,7.48,Rata Rata Lama Sekolah
Tasikmalaya,2021,68.18,6.16,76.42,65.9,59.77,59.77,1.57,0.35,200.6,7829.0,Pengeluaran Per Kapita
Tasikmalaya,2022,67.83,4.17,76.85,66.84,60.74,60.74,1.42,0.28,194.1,69.95,Usia Harapan Hidup
Tasikmalaya,2022,67.83,4.17,76.85,66.84,60.74,60.74,1.42,0.28,194.1,12.59,Harapan Lama Sekolah
Tasikmalaya,2022,67.83,4.17,76.85,66.84,60.74,60.74,1.42,0.28,194.1,7.73,Rata Rata Lama Sekolah
Tasikmalaya,2022,67.83,4.17,76.85,66.84,60.74,60.74,1.42,0.28,194.1,8177.0,Pengeluaran Per Kapita
Tasikmalaya,2023,68.37,3.89,0.0,0.0,0.0,0.0,1.61,0.42,186.9,70.19,Usia Harapan Hidup
Tasikmalaya,2023,68.37,3.89,0.0,0.0,0.0,0.0,1.61,0.42,186.9,12.63,Harapan Lama Sekolah
Tasikmalaya,2023,68.37,3.89,0.0,0.0,0.0,0.0,1.61,0.42,186.9,7.96,Rata Rata Lama Sekolah
Tasikmalaya,2023,68.37,3.89,0.0,0.0,0.0,0.0,1.61,0.42,186.9,8562.0,Pengeluaran Per Kapita
